證券代碼,年月,每股盈餘,ROE(A)－稅後,ROA(A)稅後息前,負債比率,營業毛利率,營業利益率,稅前淨利率,稅後淨利率
2538 基泰,201912,-0.68,-3.94,-1,64.73,55.01,-59.11,-164.17,-167.46
2539 櫻花建,201912,3.22,22.91,11.5,47.02,28.75,22.23,21.98,20.03
2540 愛山林,201912,1.38,4.75,2.77,65.67,35.94,19.07,12.91,9.11
2542 興富發,201912,2.66,9.36,3.02,76.7,27.94,14.73,16.61,14.66
2543 皇昌,201912,0.1,0.96,0.66,72.07,3.74,0.65,0.36,0.36
2545 皇翔,201912,0.04,0.14,0.79,74.97,32.58,11.84,1.79,0.45
2546 根基,201912,3.79,15.26,5.3,66.88,6.27,4.1,4.36,3.51
2547 日勝生,201912,0.45,3.75,2.06,78.09,44.09,9.67,12.69,7.37
2548 華固,201912,11.35,19.68,8.4,53.49,24.08,19,19.38,15.85
2597 潤弘,201912,5.03,13.65,7.11,52.56,12.31,6.17,7.59,6.3
2601 益航,201912,2.23,12.69,6.66,65.35,67.14,17.47,24.78,20.55
2603 長榮,201912,0.02,-0.31,1.61,76,7.62,2.44,0.41,-0.12
2605 新興,201912,0.15,0.94,1.57,28.32,13.64,8.42,4.52,3.73
2606 裕民,201912,1.92,6.18,3.37,56.88,18.82,14.46,17.28,16.11
2607 榮運,201912,0.79,3.73,3.07,34.81,15.29,11.87,13.12,10.93
2608 嘉里大榮,201912,2.9,14.88,8.1,53.47,20.2,14.41,14.55,11.87
2609 陽明,201912,-1.66,-21.39,-0.49,91.06,4.07,-0.68,-2.41,-2.68
2610 華航,201912,-0.22,-1.12,0.76,79.48,9.91,1.58,-0.06,-0.4
2611 志信,201912,-0.71,-4.35,-2.2,42.5,24.54,1.24,-18.47,-13.31
2612 中航,201912,1.64,3.22,2.54,50.22,22.04,12.22,10.05,8.61
2613 中櫃,201912,0.27,1.17,1.66,73.86,11.68,6.45,1.83,1.23
2614 東森,201912,0.7,7.43,4.19,56.73,30.12,-0.74,11.53,12.03
2615 萬海,201912,1.61,10.08,5.03,58.51,9.91,3.91,6.24,4.92
2616 山隆,201912,2.14,8.4,4.56,52.99,8.22,0.96,2.53,1.93
2617 台航,201912,1.44,5.82,4.47,32.24,23.85,19.39,24.6,19.3
2618 長榮航,201912,0.83,6.55,3.07,78.07,12.59,5.21,3.34,2.68
2630 亞航,201912,0.37,2.74,1.59,64.72,9.74,2.01,1.52,1.15
2633 台灣高鐵,201912,1.42,11.4,3.01,83.96,45.77,43.18,16.37,16.85
2634 漢翔,201912,1.99,12.99,4.77,68.05,13.35,8.57,8.31,6.57
2636 台驊控股,201912,2.15,9.28,4.68,57.8,17.89,2.64,2.76,2.14
2637 慧洋-KY,201912,3.38,7.66,4.15,66.28,25.8,24.64,16.02,15.89
2642 宅配通,201912,1.69,9.67,5.86,51.69,16.62,5.5,5.44,4.35
2645 長榮航太,201912,3.11,14.87,6.3,60.73,5.92,4.34,5.08,4.25
2701 萬企,201912,0.89,5.26,4.53,13.83,59.03,50.19,140.32,114.63
2702 華園,201912,-0.04,-0.36,2.28,83.14,84.7,14.45,1.86,-0.31
2704 國賓,201912,1.05,3.7,3.26,12.29,38.67,6.52,14.5,13.11
2705 六福,201912,-2.93,-27.75,-3.91,86.52,16.82,-18.09,-25.88,-26.94
2706 第一店,201912,1.06,5.8,5.03,13.49,74.48,65.07,190.25,153.44
2707 晶華,201912,10.58,35.19,15.24,68.6,33.49,19.33,24.96,21.19
2712 遠雄來,201912,-0.15,-1.34,-0.97,20.59,26.02,-3.77,-3.88,-3.76
2722 夏都,201912,0.36,1.96,1.63,27.07,39.9,4.36,5.32,4.8
2723 美食-KY,201912,5.18,9.03,5.9,54.82,59.66,7.37,6.41,4.04
2727 王品,201912,4.77,7.92,3.72,65.99,44.45,3.72,2.71,2.15
2731 雄獅,201912,3.14,10.67,3.55,74.25,10.66,0.44,1.06,0.8
2739 寒舍,201912,1.11,6.6,3.19,87.96,39.85,7.2,3.45,2.75
2748 雲品,201912,2.8,14.42,6.05,70.93,30.64,11.43,9.86,7.71
2753 八方雲集,201912,8.09,30.9,17.5,52.38,39.71,14.03,12.98,10.04
2801 彰銀,201912,1.16,7.26,0.55,92.4,,,42.15,36.07
2809 京城銀,201912,2.99,8.93,1.21,85.52,,,45.97,40.03
2812 台中銀,201912,1.16,8.72,0.63,92.48,,,43.05,35.71
2816 旺旺保,201912,3.3,13.64,4.02,69.06,33.78,8.49,8.66,8.69
2820 華票,201912,0.93,5.28,0.63,87.92,,,77.1,61.78
2832 台產,201912,1.94,8.03,3.81,51.88,39.41,16.15,16.03,13.52
2834 臺企銀,201912,0.98,7.47,0.4,94.53,,,34.75,29.01
2836 高雄銀,201912,0.72,5.18,0.29,94.3,,,23.84,20.82
2838 聯邦銀,201912,1,6.34,0.5,91.91,,,29.05,24.31
2845 遠東銀,201912,1.08,7.89,0.57,92.78,,,36.32,30.99
2849 安泰銀,201912,1.13,6.21,0.67,88.99,,,38.33,32.46
2850 新產,201912,4.94,14.03,4.56,67.16,32.91,12.04,12.17,10.06
2851 中再保,201912,1.87,9.51,2.89,69.28,11.57,9.37,9.37,6.86
2852 第一保,201912,1.93,9.09,3.68,57.05,33.13,10.98,10.97,9.6
2855 統一證,201912,1.72,9.05,3.37,72.05,82.56,28.87,35.81,33.24
2867 三商壽,201912,2.11,14.59,0.44,96.62,5.37,2.68,2.76,2.8
2880 華南金,201912,1.31,8.79,0.59,93.09,,,40.03,34.16
2881 富邦金,201912,5.46,10.95,0.73,92.75,,,14.61,13.3
2882 國泰金,201912,4.76,9.74,0.66,92.23,,,12.69,11.49
2883 凱基金,201912,0.88,7.56,0.68,90.21,,,9.01,8.21
2884 玉山金,201912,1.73,12.07,0.84,93.07,,,42.31,36.9
2885 元大金,201912,1.75,9.09,0.94,89.64,,,23.74,20.58
2886 兆豐金,201912,2.13,9.07,0.8,91.2,,,51.56,44.36
2887 台新金,201912,1.19,8.19,0.76,91.19,,,37.29,33.19
2888 新光金,201912,1.61,10.4,0.52,94.1,,,6.67,7.13
2889 國票金,201912,0.92,7.92,1.07,86.1,,,51.2,43.13
2890 永豐金,201912,1.11,8.6,0.73,91.91,,,39.24,34.34
2891 中信金,201912,2.16,12.32,0.72,93.87,,,19.57,16.2
2892 第一金,201912,1.55,9.11,0.63,93.15,,,37.4,31.08
2897 王道銀行,201912,0.45,4.06,0.36,90.94,,,32.63,24.38
2901 欣欣,201912,0.45,3.75,3.29,12.08,88.16,23.96,29.68,23.77
2903 遠百,201912,1.26,5.62,2.41,70.19,51.83,11.98,8.19,5.68
2904 匯僑,201912,1.96,13.64,10.3,29.58,46.23,32.61,33.16,26.7
2905 三商,201912,4.43,17.13,0.54,96.3,17.36,11.91,2.98,2.89
2906 高林,201912,0.3,3.52,2.44,42.08,24.58,3.62,4.02,2.54
2908 特力,201912,0.2,1.61,1.64,81.96,27.09,2.25,0.24,0.29
2910 統領,201912,0.64,4.83,2.19,62.29,50.18,16.5,20.51,17.19
2911 麗嬰房,201912,-1.84,-14.54,-6.65,53.18,42.71,-8.99,-7.93,-8.13
2912 統一超,201912,10.14,27.14,8.11,76.82,34.31,5.1,5.92,4.73
2913 農林,201912,-0.18,-0.91,-0.35,35.91,40.42,-56.53,-57.71,-48.81
2915 潤泰全,201912,16.52,15.77,10.47,28.91,26.02,-1.92,266.24,263.5
2923 鼎固-KY,201912,4.72,0.79,0.98,55.64,49.71,-11.32,-6.24,143.16
2929 淘帝-KY,201912,12.01,21.33,14.06,29.82,39.09,21.68,21.71,15.83
2939 永邑-KY,201912,5,15.63,12.53,19.91,27.73,13,13.8,10.62
2945 三商家購,201912,0.7,3.53,1.41,76.55,24.3,0.51,0.39,0.35
3002 歐格,201912,0.64,4.41,3.28,26.7,29.33,2.73,11.09,8.94
3003 健和興,201912,2.71,9.39,6.84,29.48,31.67,16.5,16.54,12.25
3004 豐達科,201912,6.66,19.33,7.82,61.56,30.13,16.81,16.26,12.46
3005 神基,201912,3.67,14.37,8.18,45.53,28.35,11.04,10.94,8.79
3006 晶豪科,201912,1.78,6.93,4.94,29.96,15.04,4.8,4.81,4.22
3008 大立光,201912,210.7,24.16,19.73,17.83,69.01,60.09,60.22,46.53
3010 華立,201912,6.12,12.14,5.37,61.39,7.65,2.88,3.6,2.85
3011 今皓,201912,-0.78,-8,-4.58,40.8,9.37,-7.74,-6.34,-6.52
3013 晟銘電,201912,0.82,6.14,3.29,49.21,9.37,3.08,3.52,2.6
3014 聯陽,201912,3.38,13.62,10.48,24.67,52.55,18.17,18.54,14.68
3015 全漢,201912,0.7,1.66,1.08,42.28,10.69,-0.22,1.36,1.01
3016 嘉晶,201912,0.04,0.27,0.41,36.57,6.37,0.17,0.27,0.27
3017 奇鋐,201912,2.71,10.61,3.46,73.75,11.81,3.45,4.09,2.66
3018 隆銘綠能,201912,-2.99,-34.1,-14.34,60.6,-6.45,-28.7,-26.06,-23.06
3019 亞光,201912,3.41,8.57,6.62,21.32,19.7,7.62,9.12,7.44
3021 鴻名,201912,1.44,11.26,6.12,49.83,22.94,7.23,7.54,5.43
3022 威強電,201912,2.82,9.19,6.65,28.42,35.24,11.68,16.37,12.03
3023 信邦,201912,7.47,22.99,10.94,54.63,25.66,10.58,12.13,9.38
3024 憶聲,201912,0.2,1.83,1.58,29.85,24.03,0.67,4.78,3.6
3025 星通,201912,0.7,6.28,5.23,20.29,52.83,10.3,10.79,9.06
3026 禾伸堂,201912,5.02,6.68,4.7,31.9,20.89,5.91,6.49,4.53
3027 盛達,201912,-0.18,-1.31,-0.6,32.09,34.32,-5.74,-7.1,-2.76
3028 增你強,201912,1.08,5.26,2.49,69.03,5.5,1.43,1.14,0.85
3029 零壹,201912,2.85,15.08,7.29,53.57,10.05,4.48,4.97,3.92
3030 德律,201912,3.97,17.5,14.42,18.06,56.75,27.28,26.46,21.4
3031 佰鴻,201912,1.28,8.31,6.91,19.43,24.07,7.92,14.72,13.26
3032 偉訓,201912,2.5,9.84,4.47,56.35,15.95,4.12,5.84,4.65
3033 威健,201912,0.71,4.54,2.45,75.77,5.75,1.56,0.74,0.54
3034 聯詠,201912,13.03,25.01,16.78,29.43,32.02,15.31,15.25,12.31
3035 智原,201912,1.4,6.68,4.72,31.67,52.76,7.51,7.86,6.34
3036 文曄,201912,4.32,11.18,4.19,76.84,3.22,1.57,0.99,0.76
3037 欣興,201912,2.24,6.89,3.57,56.12,13.71,4.23,4.89,3.97
3038 全台,201912,1.73,13.67,7.64,46.33,19.5,7.66,7.4,6.26
3040 遠見,201912,1.36,6.39,5.77,10.45,61.22,41.62,56.5,42.66
3041 揚智,201912,-1.68,-9.11,-7.5,16.36,37.27,-22.28,-19.36,-15.8
3042 晶技,201912,2.17,7.7,5.32,34.94,23.81,7.5,9.07,7.97
3043 科風,201912,0.39,109.75,7.19,91.17,22.17,7.01,6.31,6.29
3044 健鼎,201912,11.49,18.14,8.72,52.31,20.69,12.43,14.32,11.09
3045 台灣大,201912,4.51,18.7,9.12,51.81,26.37,13.82,13.33,10.68
3046 建碁,201912,-2.35,-24.08,-11.25,57.99,26.81,-6.25,-9.33,-9.58
3047 訊舟,201912,0.33,6.23,2.68,61.36,26.53,3.24,4.27,2.8
3048 益登,201912,1.65,10.88,5.07,81.85,2.93,1.21,0.51,0.38
3049 精金,201912,1.35,11.35,6.59,43.43,37.74,28.63,26.73,22.36
3050 鈺德,201912,0.75,4.78,3.14,52.38,41.55,19.9,13.66,11.87
3051 力特,201912,-0.52,-12.81,-0.69,86.23,19.44,5.79,-5.04,-6.73
3052 夆典,201912,0.87,6.1,2.17,63.37,6.94,4.26,4.34,3.15
3054 立萬利,201912,0.03,0.28,0.27,14.83,1.94,-62.56,6.53,2.14
3055 蔚華科,201912,0.11,0.56,0.68,50.21,18.77,-1.03,1,0.48
3056 富華新,201912,2.25,9.98,3.95,66.17,19.71,13.05,13.57,12.6
3057 喬鼎,201912,-2.02,-31.56,-15.68,54.57,30.4,-22.63,-24.65,-26.25
3058 立德,201912,-0.1,-0.73,-0.07,57.85,13.51,-1.45,-0.13,-0.35
3059 華晶科,201912,0.31,-0.04,0.11,34.57,16.39,-2.53,0.51,-0.06
3060 銘異,201912,-2.66,-13.46,-7.74,40.48,2.61,-9.13,-10.48,-8.73
3062 建漢,201912,0.16,0.93,0.81,31.56,8.15,0.6,1.14,0.9
3090 日電貿,201912,3.32,13.27,7.95,39.5,16.51,8.96,9.28,6.98
3092 鴻碩,201912,4.03,18.06,8.72,54.04,24.9,11.64,11.72,9.67
3094 聯傑,201912,0.5,3.67,3.43,10.48,66.4,4.2,18.67,17.08
3130 一零四,201912,8.62,19.16,11.49,42.02,89.97,19.66,20.53,17.55
3138 耀登,201912,1.46,8.62,5.26,46.89,41.73,5.16,8.19,6.35
3149 正達,201912,-0.29,-3.82,-0.6,60.94,-0.6,-7.46,-2.09,-2.11
3164 景岳,201912,0.65,3.8,3.58,7.83,66.34,22.42,21.82,16.53
3167 大量,201912,2.22,9.26,4.64,55.06,28.41,10.79,11.69,9.08
3168 眾福科,201912,3.01,21.19,11.76,40.99,19.61,9.44,9.91,7.7
3189 景碩,201912,-4.52,-6.65,-4.35,30.85,12.36,-7.39,-8.27,-8.72
3209 全科,201912,1.66,10.44,4.33,73.2,3.86,1.41,0.95,0.75
3229 晟鈦,201912,-1.63,-24.77,-16.57,34.16,11.02,-24.06,-28.59,-28.67
3231 緯創,201912,2.4,12.36,3.97,75.62,4.8,1.51,1.45,1.11
3257 虹冠電,201912,1.34,5.82,5.36,7.88,42.51,9.41,14.62,13.54
3266 昇陽,201912,0.6,4.2,2.31,48.95,26.69,11.6,12.59,12.09
3296 勝德,201912,0.27,1.68,1.23,31.99,17.88,3.03,1.28,0.93
3305 昇貿,201912,1.43,4.77,2.98,43.98,12.31,4.02,4.71,3.29
3308 聯德,201912,-0.95,-11.26,-4.62,53.48,3.09,-16.22,-15.58,-15.56
3311 閎暉,201912,-0.24,-0.97,-0.68,24.64,15.11,-3.73,0.05,-1.33
3312 弘憶股,201912,1.31,11.31,4.1,70.35,4.71,1.71,1.63,1.22
3321 同泰,201912,-4.22,-45.51,-11.97,68.65,-0.27,-15.22,-17.48,-17.25
3338 泰碩,201912,3.38,19.51,7.8,62.94,23.51,9.48,8.95,6.27
3346 麗清,201912,0.18,0.9,1.12,70.02,16.18,1.21,0.25,0.32
3356 奇偶,201912,0.22,1.43,1.29,42.96,39.75,3.38,1.87,1.65
3376 新日興,201912,7.25,9.91,7.07,31.14,23.6,16.31,17.02,10.98
3380 明泰,201912,0.44,1.95,1.21,43.81,16.52,1.47,2.15,1.51
3406 玉晶光,201912,24.79,23.48,15.56,35.44,46.95,28.03,29.27,20.95
3413 京鼎,201912,7.85,15.12,8.32,47.93,23.06,12.1,10.92,8.86
3416 融程電,201912,3.34,11.34,9.69,13.12,36.99,16.33,17.25,14.48
3419 譁裕,201912,-0.58,-4.94,-3.08,36.7,16.57,-7,-3.18,-4.74
3432 台端,201912,0.68,2.99,2.5,24.3,34.46,-37.1,143.59,85.16
3437 榮創,201912,-1.43,-7.53,-4.37,39.39,8.82,-4.24,-5.19,-5.13
3443 創意,201912,4.73,14.6,7.73,48.29,32.96,6.51,7.31,5.91
3447 展達,201912,1.81,19.69,8.62,49.15,12.97,2.64,7.89,7.77
3450 聯鈞,201912,1.64,9.84,7.01,28.13,22.33,12.54,13.38,9.84
3454 晶睿,201912,3.19,8.39,5.49,37.04,31.02,4.62,4.7,3.68
3481 群創,201912,-1.77,-7.16,-4.25,37.23,1.2,-7.91,-6.56,-6.92
3494 誠研,201912,-1.85,-20.88,-10.61,48.17,4.65,-45.95,-40.15,-41.53
3501 維熹,201912,4.4,9.09,6.67,24.56,25.57,12.63,14.69,10.93
3504 揚明光,201912,0.04,0.15,0.43,44.81,21.35,-0.17,0.1,0.11
3515 華擎,201912,4.95,10.35,6.64,37.13,18.18,5.72,5.85,4.85
3518 柏騰,201912,-2.5,-12.84,-7.97,32.6,15.69,-19.11,-29.57,-36.11
3528 安馳,201912,2.77,12.5,6.66,55.14,13.09,5.37,5.58,4.41
3530 晶相光,201912,2.01,7.34,6.41,14.63,19.94,6.8,7.94,6.8
3532 台勝科,201912,5.48,10.08,8.94,10.61,27.99,22.51,22.94,18.27
3533 嘉澤,201912,20.11,19.13,14.38,22.94,36.24,18.23,18.77,14.21
3535 晶彩科,201912,1.47,12.17,5.01,53.67,29.41,7.71,6.63,6.6
3543 州巧,201912,1.22,3,2.03,43.33,17.02,2.83,6.66,3.24
3545 敦泰,201912,-0.63,-2.6,-1.79,33.39,21.76,-3.72,-1.97,-2.25
3550 聯穎,201912,0.58,2.67,1.78,52.94,18.65,2.65,3.01,1.45
3557 嘉威,201912,3.25,26.84,8.62,77.35,37.9,8.65,8.56,12.87
3563 牧德,201912,20.01,40.19,26.66,32.89,64.44,42.09,41.39,34.08
3576 聯合再生,201912,-2.26,-24.58,-9.64,54.51,-5.42,-28.79,-31.46,-31.81
3583 辛耘,201912,4.02,12.6,8.6,27.81,35.05,9.81,10.22,8.17
3588 通嘉,201912,0.5,1.78,1.51,14.82,34.74,2.7,3.26,2.23
3591 艾笛森,201912,-2.39,-9.97,-7.34,24.79,17.54,-2.54,-12.8,-12.29
3592 瑞鼎,201912,10.34,16.02,8.37,49.44,24.5,5.69,5.64,4.83
3593 力銘,201912,-2.59,-37.33,-12.73,58.71,-6.28,-27.29,-33.1,-34.26
3596 智易,201912,6.85,13.04,5.99,55.58,13.23,5.25,5.18,4.12
3605 宏致,201912,2.55,7.04,3.73,53.53,22.87,3.67,4.87,4.14
3607 谷崧,201912,-4.66,-17.18,-9.9,35.02,-1.25,-17.73,-13.94,-13.71
3617 碩天,201912,6.25,11.39,5.4,56.97,40.55,7.14,6.72,5.42
3622 洋華,201912,0.88,3.17,2.92,8.79,15.56,-7.03,15.16,14.89
3645 達邁,201912,0.82,3.74,2.37,49.22,25.56,8.54,7.77,5.24
3652 精聯,201912,0.35,1.51,1.08,36.27,31.99,0.26,0.8,0.81
3653 健策,201912,6.55,14.42,11.03,19.64,30.3,17.54,17.7,14.22
3661 世芯-KY,201912,7.2,13.93,9.78,36.81,37.19,9.99,12.13,10.01
3665 貿聯-KY,201912,15.54,17.24,9.2,48.96,24.36,10.44,10.11,7.96
3669 圓展,201912,0.79,2.98,2.58,19.69,48.54,3.12,3.72,3.42
3673 TPK-KY,201912,0.51,0.82,1.22,57.69,3.47,0.09,0.57,0.22
3679 新至陞,201912,5.42,8.58,4.74,49.32,22.21,9.58,10.73,8.53
3686 達能,201912,-1.75,-12.26,-9.38,26.07,-80.05,-120.41,-101.16,-158.32
3694 海華,201912,-0.76,-6.82,-1.72,67.66,9.92,-0.84,-1.49,-1.49
3701 大眾控,201912,0.22,2.9,1.93,48.23,16.11,0.92,2.51,1.44
3702 大聯大,201912,3.84,10.95,3.93,72.23,4.25,1.84,1.55,1.23
3703 欣陸,201912,0.12,0.59,0.53,59.56,12.06,5.85,2.75,0.67
3704 合勤控,201912,0.25,1.4,0.81,53.23,21.19,0.73,-0.16,0.42
3705 永信,201912,2.81,11.95,6.72,48.07,46.48,10.89,12.35,9.2
3706 神達,201912,2.65,7.17,5.45,28.61,14.48,1.4,8.6,7.74
3708 上緯投控,201912,8.97,7.45,4.91,42.46,18.56,4.38,9.78,13.88
3711 日月光投控,201912,3.96,8.3,3.93,61.49,15.56,5.69,5.65,4.37
3712 永崴投控,201912,-0.77,-2.79,-0.8,62.3,6.94,-6.03,-2.58,-2.23
4104 佳醫,201912,4.02,7.33,4.62,37.29,19.18,7.19,11.57,9.64
4106 雃博,201912,0.87,4.38,3.35,32.79,41.93,6.32,6.31,4.36
4108 懷特,201912,-1.04,-11.08,-10.36,6.92,66.59,-214.96,-214.45,-214.45
4119 旭富,201912,7.19,17.09,14.51,14.87,39.72,29.59,30.19,24.24
4133 亞諾法,201912,0.05,0.27,0.28,5.66,44.75,0.64,0.24,0.79
4137 麗豐-KY,201912,18.02,33.72,20.34,46.26,84.07,34.81,38.57,27.87
4142 國光生,201912,-0.9,-11.07,-4.6,41.77,12.89,-23,-24.21,-24.21
4148 全宇生技-KY,201912,0.56,1.56,1.65,8.09,22.25,4.14,5.87,2.19
4155 訊映,201912,1.71,8.78,5.79,41.22,23.86,8.94,11.55,9.08
4164 承業醫,201912,2.83,7.47,4.11,52.55,27.32,17.95,16.16,13.23
4190 佐登-KY,201912,8.05,24.22,8.39,68.76,76.62,21.28,20.01,14.47
4306 炎洲,201912,-0.99,-5.96,-0.61,71.24,11.65,1.4,-2.73,-3.49
4414 如興,201912,-1.43,-9.34,-3.38,50.87,14.26,-2.52,-6.73,-6.8
4426 利勤,201912,2.26,11.44,7.69,33.74,32.24,21.35,20.1,15.82
4438 廣越,201912,9.73,14.39,10.26,33.11,15.65,8.5,8.52,6.75
4439 冠星-KY,201912,13.92,23.68,12.03,41.9,17.34,7.5,7.07,5.27
4440 宜新實業,201912,3.6,15.02,7.62,54.1,15.15,11.38,11.05,8.94
4526 東台,201912,0.23,1.48,1.11,64.59,22.51,2.46,1.21,0.81
4532 瑞智,201912,1.3,6.75,3.2,64.59,13.61,4.3,3.98,3.21
4536 拓凱,201912,9.53,16.11,9.19,44.93,33.13,16.72,17.02,11.92
4540 全球傳動,201912,-0.64,-1.86,-0.7,44.04,18.22,-1.63,-3.05,-2.92
4545 銘鈺,201912,0.18,0.82,0.83,42,22.16,2.66,0.09,0.79
4551 智伸科,201912,7.6,24.64,9.73,62.23,26,16.88,16.22,11.93
4552 力達-KY,201912,3.22,7.35,5.73,25.5,20.34,10.15,10.54,6.88
4555 氣立,201912,0.66,2.09,1.71,34.83,32.61,4.4,4.51,4
4557 永新-KY,201912,5.41,13.79,10.12,27.93,31.9,13.61,14.33,11.92
4560 強信-KY,201912,4.38,17.38,12.85,28.52,38.47,18.44,21.5,17.62
4562 穎漢,201912,-0.95,-5.21,-1.5,63.73,32.23,-2.72,-6.17,-6.3
4564 元翎,201912,2.8,12.04,7.14,44.69,32.8,24.37,22.41,18.2
4566 時碩工業,201912,3.29,10.2,4.95,55.64,21.59,5.38,7.43,5.71
4571 鈞興-KY,201912,5.05,15.92,11.45,24.94,32.42,14.51,15.74,13.92
4572 駐龍,201912,6.74,13.7,11.27,14.86,47.78,35.1,34.89,27.18
4576 大銀微系統,201912,0.32,1.33,1.05,37.04,31.82,0.95,2.2,1.96
4581 光隆精密-KY,201912,3.09,12.73,8.18,35.15,25.8,10.72,12.11,8.98
4583 台灣精銳,201912,10.08,10.96,9.79,14.97,50.45,33.08,33.11,25.07
4588 玖鼎電力,201912,1.13,,,29.29,40.15,18.6,18.35,15.97
4720 德淵,201912,0.5,4.03,2.06,58.76,19.63,1.46,2.19,1.5
4722 國精化,201912,2.57,10.36,7.7,23.67,16.87,7.78,7.89,5.98
4736 泰博,201912,8.03,15.94,9.09,42.37,44.22,19.4,20.13,16.43
4737 華廣,201912,1.85,5.28,2.94,53.53,43.65,7.19,6.19,4.91
4739 康普,201912,1.4,3.73,2.6,41.84,7.69,3.78,3.58,2.4
4746 台耀,201912,0.12,-0.91,-0.2,53.43,29.91,0.89,-1.46,-1.49
4755 三福化,201912,3.58,10.33,7.68,25.31,17.45,8.6,9.58,8.24
4763 材料-KY,201912,6.52,24.87,14.27,46.92,30.95,17.98,17.4,15.23
4764 雙鍵,201912,2.53,7.99,4.96,41.61,19.37,6.96,7.35,5.65
4766 南寶,201912,10.19,12.58,7.67,42.62,27.57,9.83,10.48,7.69
4770 上品,201912,7.3,19.96,12.53,37.26,38.03,24.45,23.48,19.13
4771 望隼,201912,2.49,12.2,8.51,35.92,31.84,13.8,8.65,15.45
4807 日成-KY,201912,-3.83,-9.76,-6.27,46.61,12.5,-5.75,-6.13,-6.54
4904 遠傳,201912,2.68,12.18,7.06,47.37,31.9,14.22,13.13,10.5
4906 正文,201912,0.57,2.42,1.65,40.9,9.82,0.29,1.56,1.16
4912 聯德控股-KY,201912,5.47,13.65,5.32,68.35,20.45,7.81,6.68,5.2
4915 致伸,201912,4.8,15.36,5.05,72.71,11.69,3.43,3.61,2.81
4916 事欣科,201912,4.02,3.14,1.99,53.27,22.71,-0.42,2.54,1.55
4919 新唐,201912,2.53,10.04,6.6,33.74,39.82,5.64,6.44,5.39
4927 泰鼎-KY,201912,4.46,12.35,7.41,36.95,18.97,8.09,8.14,8
4930 燦星網,201912,0.46,5.56,3.51,57.81,16.43,2.43,4.86,2.9
4934 太極,201912,-2.42,-23.46,-9.68,56.87,-5.14,-14.15,-21.89,-20.78
4935 茂林-KY,201912,2.63,5.61,3.95,37.14,17.36,6.26,6.78,6.52
4938 和碩,201912,7.4,9.63,3.61,66.13,3.3,1.24,1.86,1.34
4942 嘉彰,201912,4.57,9.18,6.62,27.48,22.81,11.98,13.56,8.51
4943 康控-KY,201912,3.28,8.44,5.29,48.32,32.24,10.72,9.02,7.64
4949 有成精密,201912,1.37,9.04,5.14,45.25,22.72,3.06,3.42,2.72
4952 凌通,201912,2.05,10.9,8.3,25.64,33.54,8.46,9.34,8.49
4956 光鋐,201912,-1.26,-6.76,-4.31,32.37,10.02,-10.59,-11.02,-10.65
4958 臻鼎-KY,201912,9.93,14.72,9.25,35.41,22.67,12.33,12.45,10.33
4960 誠美材,201912,-1.03,-6.37,-2.39,31.93,3.82,-3.02,-4.96,-5.1
4961 天鈺,201912,1.92,8.21,5.34,34.75,19.92,3.85,3.95,3.37
4967 十銓,201912,0.11,0.73,0.59,57.18,5.37,0.32,0.25,0.11
4968 立積,201912,3.13,15,8.99,42.58,35.81,8.85,8.86,6.94
4976 佳凌,201912,-0.81,-5.45,-3.66,28.3,3.35,-9.6,-9.17,-7.49
4977 眾達-KY,201912,4.22,12.68,9.85,24.62,23.96,12.8,10.13,9.8
4989 榮科,201912,0.22,1.55,1.37,17.88,5.98,1.76,1.44,1.14
4994 傳奇,201912,4.48,40.39,27.49,33.84,50.15,16.61,16.74,13.36
4999 鑫禾,201912,2.78,6.19,5.15,14.43,28.18,13.7,12.11,9.21
5007 三星,201912,2.77,12.76,10.25,17.24,21.48,15.16,15.81,12.73
5203 訊連,201912,4.53,9.47,7.12,23.92,87.08,17.78,32.69,26.12
5215 科嘉-KY,201912,4.56,12.03,9.15,24.78,28.49,16.37,16.57,11.09
5222 全訊,201912,3.84,29.54,20.22,37.01,54.58,31.94,29.48,24.72
5225 東科-KY,201912,5.04,17.29,6.52,64.71,14.15,3.4,3.61,2.93
5234 達興材料,201912,6.33,23.96,16.4,31.77,34.72,16.61,16.6,14.36
5243 乙盛-KY,201912,2.96,8.53,5.44,34.48,16.45,6.47,6.56,4.95
5244 弘凱,201912,2.11,13.5,10.29,24.84,42.56,18.04,20.16,17.05
5258 虹堡,201912,0.19,3.35,1.91,61.68,27.31,-0.27,0.14,1.25
5269 祥碩,201912,16.08,39.32,28.96,25.2,49.78,31.21,31.01,25.77
5283 禾聯碩,201912,10.73,22.54,15,31.46,36.17,16.35,16.8,13.38
5284 jpp-KY,201912,2.31,5.16,3.7,42.83,31.03,9.44,7.33,6.31
5285 界霖,201912,2.46,9.32,4.94,51.73,15.9,5.94,5.4,4.89
5288 豐祥-KY,201912,9.5,21,14.19,35.2,17.65,12.39,14.4,11.95
5292 華懋,201912,2.8,14.48,5.55,60.83,17.45,7.14,7.32,6.34
5306 桂盟,201912,8,19.47,10.28,47.01,40.91,23.92,24.68,19.23
5388 中磊,201912,4.21,14.09,4.49,70.68,15.97,3.1,4.02,3.25
5434 崇越,201912,9.48,18.95,9.44,51.47,12.36,5.82,6.97,5.42
5469 瀚宇博,201912,6.05,10.23,5.41,49.54,17.88,8.2,10.05,7.49
