證券代碼,年月,每股盈餘,ROE(A)－稅後,ROA(A)稅後息前,負債比率,營業毛利率,營業利益率,稅前淨利率,稅後淨利率
5471 松翰,201912,2.03,11.44,9.57,17.23,39.86,11.2,12.22,10.56
5484 慧友,201912,-1.49,-15.62,-12.52,19.49,16.84,-45.27,-41.33,-35.45
5515 建國,201912,0.57,3.85,2.15,49.02,8.69,2.73,4.65,2.84
5519 隆大,201912,2.43,12.56,5.84,51.11,18.2,12.2,12.5,11.13
5521 工信,201912,-0.07,-0.5,0.13,52.45,4.03,0.16,-0.05,-0.48
5522 遠雄,201912,3.89,7.6,4.16,52.12,28.7,20.3,18.96,15.19
5525 順天,201912,1.66,8.49,3.77,62.36,29.33,16.56,16.04,15.16
5531 鄉林,201912,0.07,5.72,3.07,63.02,37.68,19.87,11.32,9.01
5533 皇鼎,201912,0.33,1.28,1,51.04,29.36,10.44,7.06,5.78
5534 長虹,201912,10.93,18.54,10.9,41.78,38.55,32.89,35.57,32.98
5538 東明-KY,201912,2.77,12.02,7.5,46.98,13.87,7.43,6.68,5.31
5546 永固-KY,201912,7.14,26.35,10.72,62.54,14.77,10.7,9.72,7.56
5607 遠雄港,201912,3.04,12.69,7.7,51.03,61.31,43.6,39.51,31.26
5608 四維航,201912,-1.26,-9.26,0.22,80.3,9.71,3.53,-12.04,-12.44
5706 鳳凰,201912,3.24,17.84,9.26,53.71,14.1,6.27,8.22,6.75
5871 中租-KY,201912,11.65,23.33,3.59,85.13,60.28,35.11,36.78,27.22
5876 上海商銀,201912,3.5,10.32,0.99,90.16,,,60.15,48.17
5880 合庫金,201912,1.33,8.02,0.49,93.93,,,42.21,35.87
5906 台南-KY,201912,-0.82,-6.57,-0.49,72.36,57.8,3.39,0.12,-1.28
5907 大洋-KY,201912,3.1,6.44,4.77,66.04,73.56,19.37,13.98,9.09
6005 群益證,201912,1.11,7.92,2.67,72.8,79.88,25.56,41.4,36.29
6024 群益期,201912,3.4,11.87,1.51,87.75,54.56,9.27,38.95,31.29
6108 競國,201912,2.22,9.19,4.28,60.69,14.32,4.7,6,4.48
6112 邁達特,201912,2.58,11.65,5.91,41.48,10.16,3.8,4.2,3.37
6115 鎰勝,201912,3.06,11.72,7.21,39.42,18.86,10.56,12.74,8.77
6116 彩晶,201912,0.25,1.9,1.77,14.51,11.44,0.82,4.79,4.78
6117 迎廣,201912,-1.73,-11.94,-5.24,54.82,18.37,-6.77,-6.9,-7.73
6120 達運,201912,-0.29,-1.66,-0.67,44.46,4.92,-2.63,-1.56,-1.2
6128 上福,201912,2.76,10.22,5.71,50.45,35.51,7.45,7.06,5.59
6133 金橋,201912,0.19,1.49,1.27,21.58,19.22,-0.3,2.46,1.93
6136 富爾特,201912,0.68,3.05,2.92,4.5,14.84,-3.5,10,9.4
6139 亞翔,201912,2.21,5.87,2.72,58.62,6.58,2.05,5.45,4.11
6141 柏承,201912,4.2,29.76,13.86,47.85,17.25,7.18,18.55,17.91
6142 友勁,201912,-1.26,-13.64,-7.01,51.52,6.66,-11.24,-10,-10
6152 百一,201912,0.08,0.94,0.8,62.43,14.54,-0.36,0.28,0.28
6153 嘉聯益,201912,0.9,3.16,1.78,51.8,15.18,4.35,3.69,2.41
6155 鈞寶,201912,0.93,5.66,3.83,33.43,25.13,7.4,14.84,12.36
6164 華興,201912,-0.6,-5.07,-2.81,38.8,25.83,-7.97,-6.03,-6.55
6165 浪凡,201912,-0.54,-6.51,-6.14,5.24,8.43,-1197.48,-1192.36,-1192.36
6166 凌華,201912,2.04,9.59,5.6,44.4,40.86,7.31,5.87,4.23
6168 宏齊,201912,0.07,0.53,0.45,25.66,18.67,2.1,1.05,0.68
6176 瑞儀,201912,12.62,22.06,11.07,45.73,18.11,13,14.69,10.46
6177 達麗,201912,3.59,21.61,5.14,79.64,26.75,17,14.58,13.71
6183 關貿,201912,1.96,13.34,10.03,23.97,38.36,20.33,20.89,17
6184 大豐電,201912,3.39,12.1,5.8,47.43,48.29,30.63,30.19,25.03
6189 豐藝,201912,2.62,13.35,6.71,59.71,7.91,3.66,2.96,2.36
6191 精成科,201912,2.01,6.07,3.38,51.19,14.14,4.82,5.28,3.91
6192 巨路,201912,6.72,15.37,9.45,38.21,28.88,14.55,14.94,11.47
6196 帆宣,201912,3.78,11.56,3.89,70.29,10.61,3.39,3.68,2.77
6197 佳必琪,201912,2.4,8.66,6.18,27.26,23.15,6.04,8.56,7.27
6201 亞弘電,201912,2.69,9.85,7.34,24.71,20.96,8.57,9.28,7.4
6202 盛群,201912,4.05,22.21,16.9,24.08,48.77,21.53,23.29,20.12
6205 詮欣,201912,1.57,6.52,5.07,21.89,29.39,7.39,12.17,9.54
6206 飛捷,201912,5.15,15.4,12.54,18.29,35.07,17.07,16.56,13.55
6209 今國光,201912,-0.7,-3.29,-2.24,26.57,5.82,-6.11,-3.21,-3.25
6213 聯茂,201912,8.13,29.12,11.95,61.99,20.09,13.04,13,10.35
6214 精誠,201912,7.31,13.58,8.84,37.54,25.17,2.75,9.99,8.21
6215 和椿,201912,0.6,4.12,2.63,44.41,24.77,3.39,4.65,3.14
6216 居易,201912,1.8,10.09,8.91,11.04,49.61,19.68,19.79,16.45
6224 聚鼎,201912,4.6,17.17,13.29,27.24,49.25,24.55,27.85,22.23
6225 天瀚,201912,-0.07,-113.35,-46.61,52.23,17.13,-108.86,-70.74,-70.74
6226 光鼎,201912,1.32,11.08,7.05,38.13,30.49,-2.06,19.97,14.15
6230 尼得科超眾,201912,8.12,17.77,9.91,44.14,21.64,11.34,11.27,8.17
6235 華孚,201912,-3,-24.86,-11.1,55.38,7.13,-20.05,-23.21,-23.04
6239 力成,201912,7.52,12.74,6.79,48.76,19.06,13.1,12.79,10.34
6243 迅杰,201912,-0.87,-12.22,-6.89,42.13,21.67,-11.01,-11.65,-11.65
6257 矽格,201912,3.26,12.31,7.36,45.35,30.25,20.62,20.61,15.56
6269 台郡,201912,10.02,15.33,10.39,36.36,22.84,14.59,15.37,12.11
6271 同欣電,201912,4.49,7.19,6.01,18.08,21.53,12.27,12.68,9.99
6277 宏正,201912,6.05,16.3,10.96,34.94,60.37,15.43,17.84,14.44
6278 台表科,201912,6.96,16.67,6.66,61.58,12.48,6.84,7.19,5.35
6281 全國電,201912,4.44,18.19,7.61,67.94,18.7,3.2,3.16,2.51
6282 康舒,201912,2.87,17.73,8.09,55.92,14.41,0.42,14.19,7.98
6283 淳安,201912,0.03,1.29,1.14,15.51,20.05,2.21,5.38,2.17
6285 啟碁,201912,3.76,9.13,4.56,53.06,11.39,2.56,3.03,2.35
6288 聯嘉,201912,1.21,9,5.06,52.52,19.55,5.94,5.68,4.79
6405 悅城,201912,0.01,0.02,0.28,26.71,18.8,-0.47,-1.43,0.07
6409 旭隼,201912,25.87,45.68,23.32,52.81,29.26,19.77,20.22,16.47
6412 群電,201912,4.51,21.94,8.06,61.8,16.37,6.39,6.45,4.99
6414 樺漢,201912,12.99,11.19,4.23,68.66,23.01,4.14,4.65,3.69
6415 矽力*-KY,201912,25.83,16.53,15.23,8.8,47.46,21.65,22.38,21.58
6416 瑞祺電通,201912,4.28,12.51,8.27,34.07,20.63,9.66,9.58,7.39
6426 統新,201912,2.78,9.16,7.55,18.24,52.37,20.27,19.08,15.18
6431 光麗-KY,201912,-0.6,-7.34,-5.44,36.64,2.81,-10.25,-5.78,-6.48
6438 迅得,201912,1.17,3.95,2.39,53.72,25.47,1.92,1.77,2.29
6442 光聖,201912,-0.28,-0.95,-0.52,34.6,14.34,-0.8,-0.26,-0.8
6443 元晶,201912,-0.6,-6.47,-0.98,58.86,4.94,-2.17,-4.12,-4.51
6446 藥華藥,201912,-3.85,-35.67,-29.04,23.8,79.82,-277.8,-275.49,-275.77
6449 鈺邦,201912,1.66,7.11,4.32,46.23,23.07,10.39,9.6,6.94
6451 訊芯-KY,201912,6.16,11.12,6.13,50.49,24.13,10.85,13.72,10.95
6456 GIS-KY,201912,10.02,13.43,4.36,65.99,8.86,2.26,2.99,2.83
6464 台數科,201912,5.68,10.7,4.99,67.07,45.32,26.82,28.05,22.59
6472 保瑞,201912,7.9,20.51,11.28,51.11,42.05,22.55,21.28,19.95
6477 安集,201912,2.21,11.45,5.76,57.85,23.12,17.32,15.05,13.33
6491 晶碩,201912,7.62,15.69,10.43,23.65,44.5,17.65,16.72,14.17
6504 南六,201912,7.25,17.05,6.22,67.44,18.9,11.01,12.08,8.03
6505 台塑化,201912,3.86,10.89,9.26,16.09,7.39,5.69,6.95,5.69
6515 穎崴,201912,19,43.47,29.25,32.35,44.28,24.55,24.75,19.86
6525 捷敏-KY,201912,5.15,18.7,14.25,23.3,31.32,22.96,24.23,19.2
6526 達發,201912,24.09,,,69.28,34.92,15.32,15.55,12.76
6531 愛普*,201912,-5.33,-16.46,-11.11,31.93,15.15,-2.29,-12.3,-11.41
6533 晶心科,201912,0.38,1.36,1.36,15.51,99.83,3.75,3.61,3.24
6541 泰福-KY,201912,-9.26,-62.77,-56.18,15.17,,-888,,
6550 北極星藥業-KY,201912,-2.46,-39.05,-26.35,12.09,,,,
6552 易華電,201912,5.24,25.32,16.41,40.69,28.93,21.35,21.6,17.38
6558 興能高,201912,1.88,11.86,7.55,43.43,23.24,10.55,10.24,8.06
6573 虹揚-KY,201912,-1.57,-8.92,-3.22,57.18,6.82,-9.02,-7.1,-7.49
6579 研揚,201912,5.17,8.01,6.93,14.07,33.57,11.71,13.51,10.87
6581 鋼聯,201912,3.58,11.34,8.77,24.23,44.47,31.6,31.74,24.16
6582 申豐,201912,5.01,15.37,13.41,13.77,28.2,19.1,19.81,16.06
6585 鼎基,201912,0.69,1.84,1.4,45.9,19,3.02,2.46,2
6591 動力-KY,201912,3.44,9.35,6.33,41.96,26.5,11.59,11.72,7.53
6592 和潤企業,201912,5.81,13.88,1.84,83.58,63.09,21.92,22.32,17.32
6598 ABC-KY,201912,-4.36,-58.14,-44.57,26.2,50.59,-262.74,-267.49,-267.52
6605 帝寶,201912,3.89,4.62,2.91,58.76,25.42,7.82,4.78,3.94
6606 建德工業,201912,0.77,5.98,3.32,51.66,35.2,11.53,17.9,10.1
6625 必應,201912,0.09,0.9,0.71,46.21,15.53,0.48,0.59,0.48
6641 基士德-KY,201912,6.79,18.82,12.73,33.54,38.71,12.07,14.19,11.4
6655 科定,201912,2.25,6.91,3.66,56.22,48.8,12.15,8.29,6.05
6657 華安,201912,-2.85,-24.18,-22.74,3.33,61.89,-2451.42,-2395.98,-2395.98
6658 聯策,201912,1.43,4.92,2.95,47.04,27.94,6.06,5.1,3.77
6666 羅麗芬-KY,201912,10.5,28.08,23.07,15.82,67.77,36.47,39.38,34.43
6668 中揚光,201912,1.75,6.62,4.18,48.3,38.62,11.71,9.88,8.63
6669 緯穎,201912,36.42,39.81,16.84,58.01,6.94,4.99,4.74,3.77
6670 復盛應用,201912,16.61,35.89,20.56,43.8,25.6,16.2,16.62,13.17
6671 三能-KY,201912,3.11,11.51,8.59,26.48,36.89,10.86,12.14,9.91
6672 騰輝電子-KY,201912,6.85,22.92,11.55,44.11,28.13,11.4,11.06,8.65
6674 鋐寶科技,201912,0.16,0.6,0.38,35.24,13.4,0.03,0.22,0.37
6689 伊雲谷,201912,4.28,11.87,5.53,53.53,8.18,2.32,2.45,2.03
6691 洋基工程,201912,12.92,27.56,10.32,57.05,17.73,13.68,13.8,10.25
6695 芯鼎,201912,-1.13,-14.06,-10.63,22.49,36.64,-8.49,-9.01,-9.01
6698 旭暉應材,201912,3.4,18.81,15.34,19.4,44.64,27.82,27.98,25.83
6706 惠特,201912,5.19,15.34,7.13,42.83,30.08,11.23,10.35,8.51
6715 嘉基,201912,3.04,13.17,8.9,30.76,24.08,11.53,10.65,6.95
6719 力智,201912,1.03,5.5,3.24,44.43,32.46,2.88,2.87,2.55
6742 澤米,201912,0.1,0.86,1,44,14.8,1.83,2.71,0.88
6743 安普新,201912,1.04,6.52,3.55,52.75,24.99,5.71,5.62,4.19
6753 龍德造船,201912,1.92,12.4,5.66,60.5,19.93,14.03,12.65,9.91
6754 匯僑設計,201912,3.67,14.49,5.21,60.59,23.3,7.88,8.09,4.87
6756 威鋒電子,201912,4.05,30.66,21.45,30.84,51.83,17.67,17.81,15.31
6768 志強-KY,201912,6.02,9.48,6.86,37.55,21.53,9.35,8.45,6.09
6770 力積電,201912,-0.52,-8.83,-3.15,59.29,8.36,-5.85,-7.28,-7.36
6776 展碁國際,201912,1.7,9.08,3.04,69.69,4.59,0.92,1.13,0.93
6781 AES-KY,201912,9.41,23.87,13.76,42.81,26.98,14.86,15.85,12.5
6782 視陽,201912,5.88,45.23,22.06,53.2,42.96,17.35,16.14,21.46
6789 采鈺,201912,2.11,11.88,10.01,17.98,33.79,21.16,21.89,18.08
6790 永豐實,201912,1.92,17.37,6.1,62.99,22.38,7.38,6.32,4.56
6792 詠業,201912,3.89,18.41,13.02,32.17,39.6,16.77,18.14,14.36
6796 晉弘,201912,0.21,1.33,1.16,32.7,55.58,1.81,1.6,1.52
6799 來頡,201912,1.13,17.15,13.33,20.32,35.55,9.46,8.17,10.02
6805 富世達,201912,1,5.11,2.46,54.39,20.09,1.95,4.13,2.51
6806 森崴能源,201912,0.83,3.76,2.01,69.3,17.32,4.37,8.12,6.03
6807 峰源-KY,201912,39.37,37.27,8.08,77.3,19.83,6.04,7.59,5.7
6830 汎銓,201912,2.27,7.09,5.13,28.67,33.68,13.14,11.85,9.55
6834 天二科技,201912,-0.95,-5.77,-4.86,12.2,7.89,-16.67,-14.72,-14.47
6835 圓裕,201912,3.6,19.88,8.34,59.5,22.67,9.31,9.4,6.65
6838 台新藥,201912,-3.15,-58.91,-29.91,54.41,26.6,-18208.3,-18150.3,-18113.6
6861 睿生光電,201912,3.1,,,74.02,47.09,21.13,27.39,20.99
6863 永道-KY,201912,6.35,,,9.98,33.98,21.56,25.15,21.6
6869 雲豹能源,201912,0.33,2.22,2.01,47.31,45.76,3.65,12.32,10.54
6873 泓德能源,201912,7.12,38.98,20.17,44.54,22.1,16.14,16.3,12.84
6901 鑽石投資,201912,-0.82,,,2.23,-399.35,-484.22,-488.13,-488.28
6906 現觀科,201912,1297.91,,,50,78.24,39.62,44.51,30.63
6914 阜爾運通,201912,5.13,,,67.3,18.34,11.47,10.05,7.97
6916 華凌,201912,-0.66,,,71.19,19.26,2.16,1.23,0.41
6919 康霈*,201912,-4.98,,,105.46,57.96,-654.87,-653.1,-653.27
6923 中台,201912,1.39,,,35.82,38.98,27.69,26.75,20.93
6928 攸泰科技,201912,0.14,2.76,1.27,74.63,18.91,0.51,0.36,0.35
6937 天虹,201912,,,,73.13,,,,
8011 台通,201912,-0.51,-3.56,-1.24,49.79,11.57,-5.1,-6.61,-8.31
8016 矽創,201912,10.27,32.82,20.36,38.61,31.77,15.12,15.96,14.04
8021 尖點,201912,1.34,4.44,3.48,24.52,28.58,10.22,11.01,6.75
8028 昇陽半導體,201912,2.51,13.46,7.65,54.27,33.58,16.26,15.71,11.97
8033 雷虎,201912,-0.57,-6.43,-3.46,40.57,36.43,-6.32,-8.63,-5.69
8039 台虹,201912,3.02,8.39,5.44,35.36,22.93,9.77,10.45,8.15
8046 南電,201912,0.48,1.05,0.96,23.72,5.23,0.23,1.24,0.99
8070 長華*,201912,17.19,17.35,8.53,55.33,13.84,7.09,11.48,9.09
8072 陞泰,201912,-1.16,-3.77,-3.53,7.06,9.86,-12.01,-11.07,-10.93
8081 致新,201912,8.74,16.85,11.95,30.86,36.06,14.98,15.97,13.16
8101 華冠,201912,-0.23,-4.86,-0.69,66.65,7.27,-23.36,-2.16,-2.16
8103 瀚荃,201912,2.16,6.98,4.56,41.44,28.87,9.06,9.12,5.6
8104 錸寶,201912,0.76,3.22,2.03,47.79,16.03,0.63,4.71,3.18
8105 凌巨,201912,-0.45,-2.46,-1.41,33.74,8.69,-3.97,-0.65,-2.28
8110 華東,201912,0.33,1.47,1.26,32.03,0.03,-5.54,2.02,2.45
8112 至上,201912,3.41,17.25,6.52,70.65,3,1.77,1.67,1.29
8114 振樺電,201912,6.13,15.82,4.98,78.78,34.78,10.26,7.59,4.99
8131 福懋科,201912,2.85,11.08,9.76,13.9,17.47,15.63,16.94,13.35
8150 南茂,201912,3.55,13.7,8.09,42.72,19.3,12.08,14.9,12.71
8163 達方,201912,3.21,10.09,5.04,53.24,18.51,5.56,6.46,5.07
8201 無敵,201912,-1.05,-9.48,-5.78,34.73,14.78,-6.94,-5.43,-5.44
8210 勤誠,201912,7.62,27.28,15.03,45.05,30.67,16.52,16.87,13.34
8213 志超,201912,4.08,8.59,4.13,59.51,14.82,6.52,6.78,4.79
8215 明基材,201912,0.8,6.18,3.12,60,15.36,2.54,2.4,1.84
8222 寶一,201912,0.65,4.86,3.26,39.11,19.97,5.85,7.21,5.78
8249 菱光,201912,1.45,5.62,4.09,24.6,14.53,6.45,6.86,4.4
8261 富鼎,201912,0.68,2.92,1.99,37.05,15.45,3.11,2.66,1.89
8271 宇瞻,201912,3.73,13.69,8.9,34.39,18.71,6.46,6.4,5.03
8341 日友,201912,8.91,33.76,19.58,47.88,61.87,45.77,47.2,37.9
8367 建新國際,201912,1.92,8.62,4.21,65.43,33.06,15.82,14.03,11.04
8374 羅昇,201912,-0.78,-4.2,-1.98,35.83,13.91,-2.52,-3.02,-2.53
8404 百和興業-KY,201912,1.14,8.04,3.95,63.02,35.27,14.04,11.73,6.44
8411 福貞-KY,201912,-0.34,-1.13,0.15,50.2,9.34,0.34,-0.66,-0.99
8422 可寧衛,201912,10.83,21,17.02,20.09,67.33,52.58,53.5,43.46
8429 金麗-KY,201912,-0.29,-0.76,-0.65,12.03,18.22,-4.28,-2.4,-2.54
8438 昶昕,201912,0.07,0.36,0.65,51.97,9.93,0.84,0.87,0.15
8442 威宏-KY,201912,4.2,13.55,6.15,58.9,17.48,3.88,3.5,3.29
8443 阿瘦,201912,-0.79,-3.52,-1.73,44.44,57.27,-5.76,-4.43,-3.4
8454 富邦媒,201912,9.95,22.56,10.43,57.69,9.81,3.19,3.32,2.69
8462 柏文,201912,7.15,25.96,10.42,70.66,32.47,18.33,16.89,13.52
8463 潤泰材,201912,0.59,3.74,2.09,54.5,9.9,3.77,3.48,2.85
8464 億豐,201912,15.37,34.68,22.74,37.03,50.78,25.72,25.54,19.33
8466 美吉吉-KY,201912,6.09,15.91,9.97,40.23,25.71,12.65,13.2,11.6
8467 波力-KY,201912,2.67,9.39,6.6,41.06,29.17,5.86,10.39,9.19
8473 山林水,201912,2.25,5.87,3.73,50.32,20.85,15.91,12.59,9.29
8476 台境,201912,-3.85,-37.39,-12.55,60.61,0.03,-17.22,-35.17,-39.18
8478 東哥遊艇,201912,0.5,1.71,1.53,58.51,26.42,3.47,1.67,1.25
8481 政伸,201912,3.42,17.84,14.23,23.42,47.78,23.48,23.52,18.46
8482 商億-KY,201912,7.67,24.71,18.53,26.4,39.25,19.39,21.91,20.9
8488 吉源-KY,201912,1.43,3.88,2.72,53.7,9.4,5.3,3.89,2.49
8499 鼎炫-KY,201912,8.14,22.97,15.85,37,46.67,28.8,29.61,22.47
8926 台汽電,201912,1.86,9.15,6.06,40.76,7.16,4.22,15.34,15.26
8940 新天地,201912,-0.26,-0.09,0.47,60.42,49.57,0.14,0.83,-0.06
8996 高力,201912,1.77,8.61,5.86,34.28,27.62,9.79,9.56,7.59
9103 美德醫療-DR,201912,0.06,1.8,2.72,44.61,15.27,4.4,2.2,1.69
910322 康師傅-DR,201912,2.55,15.64,7.17,60.24,31.53,6.27,8.73,6
9105 泰金寶-DR,201912,0.08,2,1.79,70.71,5.41,1.08,0.45,0.33
910861 神州-DR,201912,0.48,3.15,2.23,52.99,17.3,2.33,2.37,2
9110 越南控-DR,201912,-0.58,-23.71,-14.93,40.89,5.4,-11.41,-17.66,-17.68
911608 明輝-DR,201912,0.14,3.48,2.83,50.49,31.12,4.84,2.66,2.33
911622 泰聚亨-DR,201912,-1.69,-21.51,-13.5,34.08,-0.84,-4.22,-10.11,-10.43
911868 同方友友-DR,201912,-0.18,-5.36,-2.63,31.38,33.73,-7.99,-8.39,-10.05
912000 晨訊科-DR,201912,-0.12,-3.42,-2.45,26.38,12.46,-9.76,-7.14,-5.84
9136 巨騰-DR,201912,0.61,2.79,2.2,47.23,12.84,3.83,3.68,2.38
9802 鈺齊-KY,201912,7.81,17.24,10.82,36.3,19.69,11.34,11.77,9.94
9902 台火,201912,0.32,2.57,2.42,10.61,5.52,-6.2,13.75,12.08
9904 寶成,201912,4.01,10.53,6.17,47.7,25.39,4.45,6.87,5.75
9905 大華,201912,1.57,6.49,4.85,26.23,13.39,6.84,7.54,5.78
9906 欣巴巴,201912,-0.98,-9.69,-1.14,88.01,20.49,-426.33,-483.44,-483.44
9907 統一實,201912,0.34,2.27,1.91,46.22,9.28,2.38,2.09,1.36
9908 大台北,201912,1.68,7.37,5.24,29.23,20.56,14.09,23.97,20.86
9910 豐泰,201912,8.48,38.14,18.85,54.6,24.36,11.33,13.24,9.47
9911 櫻花,201912,4.06,19.62,13.47,31.53,35.63,15.2,16.83,14.11
9912 偉聯,201912,-2.2,-21.87,-13.88,42.22,33.42,-3.58,-18.55,-18.88
9914 美利達,201912,8.37,18.07,10.47,43.91,13.52,6.06,11.34,8.86
9917 中保科,201912,4.85,19.8,10.18,50.29,36.48,18.89,19.97,16.23
9918 欣天然,201912,1.47,8.86,5.34,40.74,21.53,10.44,14.21,12.09
9919 康那香,201912,0.06,0.37,0.94,59.59,15.02,0.64,0.41,0.22
9921 巨大,201912,9,15.72,6.88,60.25,21.52,7.46,7.58,5.67
9924 福興,201912,4.38,15.43,10.46,32.96,23.69,13.13,13.29,9.71
9925 新保,201912,2.13,8.21,5.63,34.02,32.94,10.9,14.77,12.26
9926 新海,201912,2.03,12.09,5.99,50.87,22.42,15.93,18.51,15.14
9927 泰銘,201912,2.45,9.87,7.95,18.97,8.4,5.99,6.59,5.24
9928 中視,201912,-0.94,-27.84,-3.16,87.99,-3.31,-27.05,-19.26,-19.34
9929 秋雨,201912,-1.48,-34.46,-10.31,75.86,-1.84,-27.03,-30.94,-30.89
9930 中聯資源,201912,3.28,15.96,8.19,54.75,16.34,11.49,11.09,8.71
9931 欣高,201912,1.89,9.71,4.52,53.47,17.66,12.99,16.94,13.3
9933 中鼎,201912,1.54,8.38,2.55,72.16,6.86,3.72,3.83,2.88
9934 成霖,201912,0.94,5.82,3.14,64.83,28.18,2.3,2.84,1.97
9935 慶豐富,201912,1.5,13.46,5.78,65.51,17.65,6.91,5.56,4.48
9937 全國,201912,2.39,15.09,6.63,62.45,10.9,3.25,4.02,3.22
9938 百和,201912,5.11,14.9,7.06,57.77,35.74,18.03,16.58,11.09
9939 宏全,201912,4.72,10.94,5.5,56.45,19.89,10.48,9.29,6.81
9940 信義,201912,1.71,11.57,4.7,65.31,31.47,15.85,16.54,10.26
9941 裕融,201912,9.14,14.92,1.65,89.69,48.11,13.19,13.74,10.5
9942 茂順,201912,4.92,13.75,10.08,29.05,33.54,18.38,18.93,13.63
9943 好樂迪,201912,8.1,19.4,14.82,31.59,55.64,21.42,31.35,26.98
9944 新麗,201912,-0.45,-1.37,-0.29,44.17,22.16,0.76,-0.34,-1.4
9945 潤泰新,201912,9.35,15.89,8.52,43.12,20.93,11.01,58.01,55.55
9946 三發地產,201912,5.28,26.69,13.81,42.05,39.63,31.28,31.1,31.27
9955 佳龍,201912,0.1,0.6,0.76,41.51,3.72,-2.08,0.59,0.59
9958 世紀鋼,201912,3.66,13.78,7.3,50.06,15.41,4.85,33.13,29.94
1101 台泥,202003,0.55,1.67,1.07,42.28,26.3,20.3,21.54,15.84
1102 亞泥,202003,0.24,0.67,0.48,45.35,20.16,15.11,11.72,8.45
1103 嘉泥,202003,-0.33,-0.95,-0.51,40.81,-3.93,-32.08,-41.53,-43.24
1104 環泥,202003,0.07,0.27,0.24,22.46,13.44,5.38,4.03,3.84
1108 幸福,202003,0.23,2.16,1.36,42.11,16.55,9.97,9.44,8.47
1109 信大,202003,0.27,1.58,1.27,17.48,27.72,18.64,16.15,11.77
1110 東泥,202003,-0.05,-0.37,-0.31,10.9,2.28,-3.25,-7.77,-7.98
1201 味全,202003,0.05,0.39,0.32,66.93,28.07,1.13,0.09,0.65
1203 味王,202003,0.5,3.39,2.27,33.66,34.39,17.74,18.52,13.44
1210 大成,202003,0.72,3.15,1.71,52.69,14.78,4.5,4.94,4.04
1213 大飲,202003,-0.22,-2.27,-0.74,56.78,-2.53,-17.18,-19.62,-15.78
1215 卜蜂,202003,0.87,2.7,1.35,53.34,11.79,4.26,5.51,4.37
1216 統一,202003,0.79,3.76,1.5,62.15,34.28,6.65,8.22,6.13
1217 愛之味,202003,0.05,0.42,0.41,50.6,32.19,6.66,2.89,2.32
1218 泰山,202003,0.26,1.9,1.47,21.8,18.1,4.12,7.72,6.89
1219 福壽,202003,0.83,6.07,2.92,52.02,9.17,0.17,9.41,8.3
1220 台榮,202003,0.09,0.73,0.62,19.36,16.61,7.15,4.51,3.03
1225 福懋油,202003,0.36,2.36,1.23,50.96,9.52,3.92,4.28,3.45
1227 佳格,202003,0.67,3.53,2.42,31.93,28.41,11.08,11.5,9.11
1229 聯華,202003,0.2,0.59,0.5,19.92,17.49,5.57,12.4,10.76
1231 聯華食,202003,0.56,2.64,1.39,50.15,20.49,6.3,6.01,4.66
1232 大統益,202003,1.66,6.4,4.5,31.22,12.85,8.04,8.38,6.7
1233 天仁,202003,0.08,0.45,0.35,33.07,56.92,1.7,1.82,1.5
1234 黑松,202003,0.27,0.61,0.49,20.91,22.32,1.42,6.71,5.57
1235 興泰,202003,-0.17,-0.65,-0.25,39.69,-17.27,-97.97,-382.56,-381.73
1236 宏亞,202003,0.13,0.86,0.57,37.36,29.07,2.36,2.98,3.18
1256 鮮活果汁-KY,202003,0.35,0.56,0.45,31.82,34.42,6.53,7.93,3.15
1301 台塑,202003,-0.06,-0.12,-0.02,32.37,12.62,5.93,0.31,-0.94
1303 南亞,202003,0.13,0.34,0.27,37.75,11.48,4.35,3.14,1.8
1304 台聚,202003,0.2,1.61,0.98,42.6,16.2,8.71,7.83,5.69
1305 華夏,202003,0.59,3.92,2.81,28.12,20.06,11.72,12.42,9.71
1307 三芳,202003,0.26,1.26,0.74,48.04,23.05,6.33,6.23,3.89
1308 亞聚,202003,0.26,1.46,0.96,38.11,17.96,13.8,13.74,11.14
1309 台達化,202003,0.43,3.34,1.95,42.42,10.65,5.31,6.31,4.89
1310 台苯,202003,-0.59,-4.45,-3.54,17.56,-17.68,-20.49,-21.66,-18.28
1312 國喬,202003,0.02,0.16,0.15,11.81,3.7,-3.99,2.06,1.21
1313 聯成,202003,-0.63,-4.25,-1.75,54.9,-6.51,-11.81,-12.63,-9.47
1314 中石化,202003,0,0,0.05,29.61,4.65,-3.55,0.07,0.03
1315 達新,202003,0.05,0.11,0.1,15.81,16.91,0.25,2.27,1.66
1316 上曜,202003,-0.32,-2.83,-0.82,64.94,31.54,-14.39,-38.83,-4.5
1319 東陽,202003,0.63,1.43,0.97,37.8,25.9,8.89,8.03,6.76
1321 大洋,202003,1.37,-0.71,-0.29,52.1,5.01,-2.51,-3.59,27.92
1323 永裕,202003,0.74,3.57,1.69,55.86,26.37,14.15,14.77,10.86
1324 地球,202003,0.11,0.86,0.68,20.92,17.15,1.24,3.27,2.97
1325 恒大,202003,1.45,7.35,6.7,11.28,43.1,37.61,38.49,31.58
1326 台化,202003,-0.79,-1.13,-0.76,29.79,2.63,-2.98,-6.36,-6.74
1337 再生-KY,202003,-0.44,-1.72,-1.58,5.81,-22.77,-73.97,-64.44,-64.44
1338 廣華-KY,202003,-0.16,-0.13,0.01,31.08,20.67,-4.51,-0.03,-0.82
